"Story","Title","Result","Date","Stability","Duration (s)"
": Crear usuario desde el servicio con user","quiero crear usuario por medio del metodo de user","SUCCESS","2022-03-05T11:55:51.066-05:00[America/Bogota]","0.0","12.39"
