"Story","Title","Result","Date","Stability","Duration (s)"
": Crear usuario desde el servicio con user","quiero crear usuario por medio del metodo de user","PENDING","2022-03-05T07:47:22.416-05:00[America/Bogota]","0.0","0.47"
